date,product_name,category,quantity_sold,quantity_wasted,is_weekend,is_holiday,day_of_week
2024-05-20,Organic Strawberries,Produce,85,11,False,False,0
2024-05-20,Whole Milk (1 gallon),Dairy,69,5,False,False,0
2024-05-21,Hot Dogs (8-pack),Meat,45,3,False,False,1
2024-05-21,Organic Strawberries,Produce,56,9,False,False,1
2024-05-21,Whole Milk (1 gallon),Dairy,85,20,False,False,1
2024-05-22,Hot Dogs (8-pack),Meat,54,3,False,False,2
2024-05-22,Organic Strawberries,Produce,105,19,False,False,2
2024-05-22,Whole Milk (1 gallon),Dairy,98,7,False,False,2
2024-05-23,Hot Dogs (8-pack),Meat,30,2,False,False,3
2024-05-23,Organic Strawberries,Produce,72,8,False,False,3
2024-05-23,Whole Milk (1 gallon),Dairy,79,5,False,False,3
2024-05-24,Hot Dogs (8-pack),Meat,57,3,False,False,4
2024-05-24,Organic Strawberries,Produce,83,13,False,False,4
2024-05-24,Whole Milk (1 gallon),Dairy,106,5,False,False,4
2024-05-25,Hot Dogs (8-pack),Meat,156,14,True,False,5
2024-05-25,Organic Strawberries,Produce,244,25,True,False,5
2024-05-25,Whole Milk (1 gallon),Dairy,179,12,True,False,5
2024-05-26,Hot Dogs (8-pack),Meat,85,5,True,False,6
2024-05-26,Organic Strawberries,Produce,158,28,True,False,6
2024-05-26,Whole Milk (1 gallon),Dairy,94,7,True,False,6
2024-05-27,Hot Dogs (8-pack),Meat,96,8,False,True,0
2024-05-27,Organic Strawberries,Produce,90,13,False,True,0
2024-05-27,Whole Milk (1 gallon),Dairy,131,7,False,True,0
2024-05-28,Hot Dogs (8-pack),Meat,45,4,False,False,1
2024-05-28,Organic Strawberries,Produce,87,14,False,False,1
2024-05-28,Whole Milk (1 gallon),Dairy,76,3,False,False,1
2024-05-29,Hot Dogs (8-pack),Meat,57,4,False,False,2
2024-05-29,Organic Strawberries,Produce,88,9,False,False,2
2024-05-29,Whole Milk (1 gallon),Dairy,94,5,False,False,2
2024-05-30,Hot Dogs (8-pack),Meat,40,2,False,False,3
2024-05-30,Organic Strawberries,Produce,98,14,False,False,3
2024-05-30,Whole Milk (1 gallon),Dairy,78,5,False,False,3
2024-05-31,Hot Dogs (8-pack),Meat,104,5,False,False,4
2024-05-31,Organic Strawberries,Produce,110,12,False,False,4
2024-05-31,Whole Milk (1 gallon),Dairy,120,8,False,False,4
2024-06-01,Hot Dogs (8-pack),Meat,91,7,True,False,5
2024-06-01,Organic Strawberries,Produce,101,18,True,False,5
2024-06-01,Whole Milk (1 gallon),Dairy,85,6,True,False,5
2024-06-02,Hot Dogs (8-pack),Meat,92,5,True,False,6
2024-06-02,Organic Strawberries,Produce,109,13,True,False,6
2024-06-02,Whole Milk (1 gallon),Dairy,77,3,True,False,6
2024-06-03,Hot Dogs (8-pack),Meat,73,5,False,False,0
2024-06-03,Organic Strawberries,Produce,134,20,False,False,0
2024-06-03,Whole Milk (1 gallon),Dairy,85,3,False,False,0
2024-06-04,Hot Dogs (8-pack),Meat,58,3,False,False,1
2024-06-04,Organic Strawberries,Produce,119,17,False,False,1
2024-06-04,Whole Milk (1 gallon),Dairy,79,4,False,False,1
2024-06-05,Hot Dogs (8-pack),Meat,68,5,False,False,2
2024-06-05,Organic Strawberries,Produce,129,19,False,False,2
2024-06-05,Whole Milk (1 gallon),Dairy,74,5,False,False,2
2024-06-06,Hot Dogs (8-pack),Meat,52,3,False,False,3
2024-06-06,Organic Strawberries,Produce,83,25,False,False,3
2024-06-06,Whole Milk (1 gallon),Dairy,75,4,False,False,3
2024-06-07,Hot Dogs (8-pack),Meat,102,7,False,False,4
2024-06-07,Organic Strawberries,Produce,122,17,False,False,4
2024-06-07,Whole Milk (1 gallon),Dairy,98,7,False,False,4
2024-06-08,Hot Dogs (8-pack),Meat,88,5,True,False,5
2024-06-08,Organic Strawberries,Produce,110,16,True,False,5
2024-06-08,Whole Milk (1 gallon),Dairy,85,4,True,False,5
2024-06-09,Hot Dogs (8-pack),Meat,61,4,True,False,6
2024-06-09,Organic Strawberries,Produce,146,15,True,False,6
2024-06-09,Whole Milk (1 gallon),Dairy,123,6,True,False,6
2024-06-10,Hot Dogs (8-pack),Meat,83,7,False,False,0
2024-06-10,Organic Strawberries,Produce,111,11,False,False,0
2024-06-10,Whole Milk (1 gallon),Dairy,72,4,False,False,0
2024-06-11,Hot Dogs (8-pack),Meat,38,3,False,False,1
2024-06-11,Organic Strawberries,Produce,109,16,False,False,1
2024-06-11,Whole Milk (1 gallon),Dairy,87,5,False,False,1
2024-06-12,Hot Dogs (8-pack),Meat,42,2,False,False,2
2024-06-12,Organic Strawberries,Produce,91,13,False,False,2
2024-06-12,Whole Milk (1 gallon),Dairy,39,3,False,False,2
2024-06-13,Hot Dogs (8-pack),Meat,81,6,False,False,3
2024-06-13,Organic Strawberries,Produce,91,13,False,False,3
2024-06-13,Whole Milk (1 gallon),Dairy,103,7,False,False,3
2024-06-14,Hot Dogs (8-pack),Meat,70,6,False,False,4
2024-06-14,Organic Strawberries,Produce,100,16,False,False,4
2024-06-14,Whole Milk (1 gallon),Dairy,102,5,False,False,4
2024-06-15,Hot Dogs (8-pack),Meat,162,11,True,False,5
2024-06-15,Organic Strawberries,Produce,150,22,True,False,5
2024-06-15,Whole Milk (1 gallon),Dairy,138,11,True,False,5
2024-06-16,Hot Dogs (8-pack),Meat,110,9,True,False,6
2024-06-16,Organic Strawberries,Produce,132,19,True,False,6
2024-06-16,Whole Milk (1 gallon),Dairy,146,7,True,False,6
2024-06-17,Hot Dogs (8-pack),Meat,54,4,False,False,0
2024-06-17,Organic Strawberries,Produce,115,20,False,False,0
2024-06-17,Whole Milk (1 gallon),Dairy,84,4,False,False,0
2024-06-18,Hot Dogs (8-pack),Meat,60,5,False,False,1
2024-06-18,Organic Strawberries,Produce,120,19,False,False,1
2024-06-18,Whole Milk (1 gallon),Dairy,88,6,False,False,1
2024-06-19,Hot Dogs (8-pack),Meat,81,4,False,False,2
2024-06-19,Organic Strawberries,Produce,151,22,False,False,2
2024-06-19,Whole Milk (1 gallon),Dairy,80,4,False,False,2
2024-06-20,Hot Dogs (8-pack),Meat,82,5,False,False,3
2024-06-20,Organic Strawberries,Produce,164,20,False,False,3
2024-06-20,Whole Milk (1 gallon),Dairy,106,8,False,False,3
2024-06-21,Hot Dogs (8-pack),Meat,88,6,False,False,4
2024-06-21,Organic Strawberries,Produce,129,13,False,False,4
2024-06-21,Whole Milk (1 gallon),Dairy,87,6,False,False,4
2024-06-22,Hot Dogs (8-pack),Meat,168,10,True,False,5
2024-06-22,Organic Strawberries,Produce,142,26,True,False,5
2024-06-22,Whole Milk (1 gallon),Dairy,109,4,True,False,5
2024-06-23,Hot Dogs (8-pack),Meat,141,9,True,False,6
2024-06-23,Organic Strawberries,Produce,190,23,True,False,6
2024-06-23,Whole Milk (1 gallon),Dairy,137,6,True,False,6
2024-06-24,Hot Dogs (8-pack),Meat,57,5,False,False,0
2024-06-24,Organic Strawberries,Produce,115,19,False,False,0
2024-06-24,Whole Milk (1 gallon),Dairy,97,6,False,False,0
2024-06-25,Hot Dogs (8-pack),Meat,36,3,False,False,1
2024-06-25,Organic Strawberries,Produce,60,8,False,False,1
2024-06-25,Whole Milk (1 gallon),Dairy,94,4,False,False,1
2024-06-26,Hot Dogs (8-pack),Meat,64,5,False,False,2
2024-06-26,Organic Strawberries,Produce,135,45,False,False,2
2024-06-26,Whole Milk (1 gallon),Dairy,88,7,False,False,2
2024-06-27,Hot Dogs (8-pack),Meat,76,4,False,False,3
2024-06-27,Organic Strawberries,Produce,144,14,False,False,3
2024-06-27,Whole Milk (1 gallon),Dairy,61,13,False,False,3
2024-06-28,Hot Dogs (8-pack),Meat,119,26,False,False,4
2024-06-28,Organic Strawberries,Produce,190,33,False,False,4
2024-06-28,Whole Milk (1 gallon),Dairy,90,7,False,False,4
2024-06-29,Hot Dogs (8-pack),Meat,127,11,True,False,5
2024-06-29,Organic Strawberries,Produce,142,21,True,False,5
2024-06-29,Whole Milk (1 gallon),Dairy,141,9,True,False,5
2024-06-30,Hot Dogs (8-pack),Meat,143,11,True,False,6
2024-06-30,Organic Strawberries,Produce,91,14,True,False,6
2024-06-30,Whole Milk (1 gallon),Dairy,92,6,True,False,6
2024-07-01,Hot Dogs (8-pack),Meat,44,3,False,False,0
2024-07-01,Organic Strawberries,Produce,91,12,False,False,0
2024-07-01,Whole Milk (1 gallon),Dairy,108,7,False,False,0
2024-07-02,Hot Dogs (8-pack),Meat,81,4,False,False,1
2024-07-02,Organic Strawberries,Produce,117,11,False,False,1
2024-07-02,Whole Milk (1 gallon),Dairy,76,4,False,False,1
2024-07-03,Hot Dogs (8-pack),Meat,141,9,False,False,2
2024-07-03,Organic Strawberries,Produce,183,18,False,False,2
2024-07-03,Whole Milk (1 gallon),Dairy,94,5,False,False,2
2024-07-04,Hot Dogs (8-pack),Meat,178,13,False,True,3
2024-07-04,Organic Strawberries,Produce,149,16,False,True,3
2024-07-04,Whole Milk (1 gallon),Dairy,123,10,False,True,3
2024-07-05,Hot Dogs (8-pack),Meat,107,6,False,False,4
2024-07-05,Organic Strawberries,Produce,112,14,False,False,4
2024-07-05,Whole Milk (1 gallon),Dairy,120,10,False,False,4
2024-07-06,Hot Dogs (8-pack),Meat,118,6,True,False,5
2024-07-06,Organic Strawberries,Produce,191,21,True,False,5
2024-07-06,Whole Milk (1 gallon),Dairy,102,7,True,False,5
2024-07-07,Hot Dogs (8-pack),Meat,239,12,True,False,6
2024-07-07,Organic Strawberries,Produce,188,29,True,False,6
2024-07-07,Whole Milk (1 gallon),Dairy,69,5,True,False,6
2024-07-08,Hot Dogs (8-pack),Meat,54,3,False,False,0
2024-07-08,Organic Strawberries,Produce,110,11,False,False,0
2024-07-08,Whole Milk (1 gallon),Dairy,54,2,False,False,0
2024-07-09,Hot Dogs (8-pack),Meat,59,4,False,False,1
2024-07-09,Organic Strawberries,Produce,141,22,False,False,1
2024-07-09,Whole Milk (1 gallon),Dairy,105,5,False,False,1
2024-07-10,Hot Dogs (8-pack),Meat,75,5,False,False,2
2024-07-10,Organic Strawberries,Produce,168,28,False,False,2
2024-07-10,Whole Milk (1 gallon),Dairy,61,4,False,False,2
2024-07-11,Hot Dogs (8-pack),Meat,57,2,False,False,3
2024-07-11,Organic Strawberries,Produce,142,16,False,False,3
2024-07-11,Whole Milk (1 gallon),Dairy,63,4,False,False,3
2024-07-12,Hot Dogs (8-pack),Meat,112,10,False,False,4
2024-07-12,Organic Strawberries,Produce,163,26,False,False,4
2024-07-12,Whole Milk (1 gallon),Dairy,80,5,False,False,4
2024-07-13,Hot Dogs (8-pack),Meat,89,4,True,False,5
2024-07-13,Organic Strawberries,Produce,176,32,True,False,5
2024-07-13,Whole Milk (1 gallon),Dairy,121,7,True,False,5
2024-07-14,Hot Dogs (8-pack),Meat,199,13,True,False,6
2024-07-14,Organic Strawberries,Produce,219,33,True,False,6
2024-07-14,Whole Milk (1 gallon),Dairy,103,6,True,False,6
2024-07-15,Hot Dogs (8-pack),Meat,70,4,False,False,0
2024-07-15,Organic Strawberries,Produce,177,30,False,False,0
2024-07-15,Whole Milk (1 gallon),Dairy,72,4,False,False,0
2024-07-16,Hot Dogs (8-pack),Meat,116,7,False,False,1
2024-07-16,Organic Strawberries,Produce,156,23,False,False,1
2024-07-16,Whole Milk (1 gallon),Dairy,67,6,False,False,1
2024-07-17,Hot Dogs (8-pack),Meat,84,6,False,False,2
2024-07-17,Organic Strawberries,Produce,196,23,False,False,2
2024-07-17,Whole Milk (1 gallon),Dairy,71,6,False,False,2
2024-07-18,Hot Dogs (8-pack),Meat,86,5,False,False,3
2024-07-18,Organic Strawberries,Produce,184,19,False,False,3
2024-07-18,Whole Milk (1 gallon),Dairy,80,6,False,False,3
2024-07-19,Hot Dogs (8-pack),Meat,120,7,False,False,4
2024-07-19,Organic Strawberries,Produce,177,31,False,False,4
2024-07-19,Whole Milk (1 gallon),Dairy,82,4,False,False,4
2024-07-20,Hot Dogs (8-pack),Meat,263,19,True,False,5
2024-07-20,Organic Strawberries,Produce,219,39,True,False,5
2024-07-20,Whole Milk (1 gallon),Dairy,132,6,True,False,5
2024-07-21,Hot Dogs (8-pack),Meat,126,9,True,False,6
2024-07-21,Organic Strawberries,Produce,182,32,True,False,6
2024-07-21,Whole Milk (1 gallon),Dairy,111,22,True,False,6
2024-07-22,Hot Dogs (8-pack),Meat,115,6,False,False,0
2024-07-22,Organic Strawberries,Produce,151,16,False,False,0
2024-07-22,Whole Milk (1 gallon),Dairy,75,19,False,False,0
2024-07-23,Hot Dogs (8-pack),Meat,63,5,False,False,1
2024-07-23,Organic Strawberries,Produce,122,20,False,False,1
2024-07-23,Whole Milk (1 gallon),Dairy,90,6,False,False,1
2024-07-24,Hot Dogs (8-pack),Meat,68,4,False,False,2
2024-07-24,Organic Strawberries,Produce,133,13,False,False,2
2024-07-24,Whole Milk (1 gallon),Dairy,66,5,False,False,2
2024-07-25,Hot Dogs (8-pack),Meat,44,3,False,False,3
2024-07-25,Organic Strawberries,Produce,110,18,False,False,3
2024-07-25,Whole Milk (1 gallon),Dairy,63,5,False,False,3
2024-07-26,Hot Dogs (8-pack),Meat,160,12,False,False,4
2024-07-26,Organic Strawberries,Produce,200,28,False,False,4
2024-07-26,Whole Milk (1 gallon),Dairy,95,6,False,False,4
2024-07-27,Hot Dogs (8-pack),Meat,198,11,True,False,5
2024-07-27,Organic Strawberries,Produce,215,32,True,False,5
2024-07-27,Whole Milk (1 gallon),Dairy,102,7,True,False,5
2024-07-28,Hot Dogs (8-pack),Meat,97,7,True,False,6
2024-07-28,Organic Strawberries,Produce,191,23,True,False,6
2024-07-28,Whole Milk (1 gallon),Dairy,78,6,True,False,6
2024-07-29,Hot Dogs (8-pack),Meat,58,3,False,False,0
2024-07-29,Organic Strawberries,Produce,97,15,False,False,0
2024-07-29,Whole Milk (1 gallon),Dairy,72,4,False,False,0
2024-07-30,Hot Dogs (8-pack),Meat,66,6,False,False,1
2024-07-30,Organic Strawberries,Produce,125,22,False,False,1
2024-07-30,Whole Milk (1 gallon),Dairy,80,5,False,False,1
2024-07-31,Hot Dogs (8-pack),Meat,115,11,False,False,2
2024-07-31,Organic Strawberries,Produce,118,11,False,False,2
2024-07-31,Whole Milk (1 gallon),Dairy,82,7,False,False,2
2024-08-01,Hot Dogs (8-pack),Meat,91,6,False,False,3
2024-08-01,Organic Strawberries,Produce,127,42,False,False,3
2024-08-01,Whole Milk (1 gallon),Dairy,95,5,False,False,3
2024-08-02,Hot Dogs (8-pack),Meat,103,7,False,False,4
2024-08-02,Organic Strawberries,Produce,134,17,False,False,4
2024-08-02,Whole Milk (1 gallon),Dairy,95,7,False,False,4
2024-08-03,Hot Dogs (8-pack),Meat,240,15,True,False,5
2024-08-03,Organic Strawberries,Produce,206,32,True,False,5
2024-08-03,Whole Milk (1 gallon),Dairy,79,4,True,False,5
2024-08-04,Hot Dogs (8-pack),Meat,88,4,True,False,6
2024-08-04,Organic Strawberries,Produce,108,15,True,False,6
2024-08-04,Whole Milk (1 gallon),Dairy,91,5,True,False,6
2024-08-05,Hot Dogs (8-pack),Meat,122,9,False,False,0
2024-08-05,Organic Strawberries,Produce,86,8,False,False,0
2024-08-05,Whole Milk (1 gallon),Dairy,78,5,False,False,0
2024-08-06,Hot Dogs (8-pack),Meat,76,4,False,False,1
2024-08-06,Organic Strawberries,Produce,107,18,False,False,1
2024-08-06,Whole Milk (1 gallon),Dairy,67,5,False,False,1
2024-08-07,Hot Dogs (8-pack),Meat,47,4,False,False,2
2024-08-07,Organic Strawberries,Produce,68,11,False,False,2
2024-08-07,Whole Milk (1 gallon),Dairy,83,4,False,False,2
2024-08-08,Hot Dogs (8-pack),Meat,68,3,False,False,3
2024-08-08,Organic Strawberries,Produce,74,10,False,False,3
2024-08-08,Whole Milk (1 gallon),Dairy,85,4,False,False,3
2024-08-09,Hot Dogs (8-pack),Meat,96,6,False,False,4
2024-08-09,Organic Strawberries,Produce,112,17,False,False,4
2024-08-09,Whole Milk (1 gallon),Dairy,110,6,False,False,4
2024-08-10,Hot Dogs (8-pack),Meat,117,10,True,False,5
2024-08-10,Organic Strawberries,Produce,191,33,True,False,5
2024-08-10,Whole Milk (1 gallon),Dairy,96,5,True,False,5
2024-08-11,Hot Dogs (8-pack),Meat,116,6,True,False,6
2024-08-11,Organic Strawberries,Produce,132,18,True,False,6
2024-08-11,Whole Milk (1 gallon),Dairy,69,10,True,False,6
2024-08-12,Hot Dogs (8-pack),Meat,71,4,False,False,0
2024-08-12,Organic Strawberries,Produce,101,11,False,False,0
2024-08-12,Whole Milk (1 gallon),Dairy,80,5,False,False,0
2024-08-13,Hot Dogs (8-pack),Meat,57,4,False,False,1
2024-08-13,Organic Strawberries,Produce,75,13,False,False,1
2024-08-13,Whole Milk (1 gallon),Dairy,69,4,False,False,1
2024-08-14,Hot Dogs (8-pack),Meat,108,14,False,False,2
2024-08-14,Organic Strawberries,Produce,143,22,False,False,2
2024-08-14,Whole Milk (1 gallon),Dairy,85,4,False,False,2
2024-08-15,Hot Dogs (8-pack),Meat,71,4,False,False,3
2024-08-15,Organic Strawberries,Produce,80,13,False,False,3
2024-08-15,Whole Milk (1 gallon),Dairy,69,4,False,False,3
2024-08-16,Hot Dogs (8-pack),Meat,89,7,False,False,4
2024-08-16,Organic Strawberries,Produce,108,36,False,False,4
2024-08-16,Whole Milk (1 gallon),Dairy,67,5,False,False,4
2024-08-17,Hot Dogs (8-pack),Meat,174,15,True,False,5
2024-08-17,Organic Strawberries,Produce,146,18,True,False,5
2024-08-17,Whole Milk (1 gallon),Dairy,84,5,True,False,5
2024-08-18,Hot Dogs (8-pack),Meat,108,8,True,False,6
2024-08-18,Organic Strawberries,Produce,102,15,True,False,6
2024-08-18,Whole Milk (1 gallon),Dairy,101,6,True,False,6
2024-08-19,Hot Dogs (8-pack),Meat,68,4,False,False,0
2024-08-19,Organic Strawberries,Produce,95,13,False,False,0
2024-08-19,Whole Milk (1 gallon),Dairy,82,4,False,False,0
2024-08-20,Hot Dogs (8-pack),Meat,78,6,False,False,1
2024-08-20,Organic Strawberries,Produce,85,15,False,False,1
2024-08-20,Whole Milk (1 gallon),Dairy,89,7,False,False,1
2024-08-21,Hot Dogs (8-pack),Meat,58,5,False,False,2
2024-08-21,Organic Strawberries,Produce,67,22,False,False,2
2024-08-21,Whole Milk (1 gallon),Dairy,77,4,False,False,2
2024-08-22,Hot Dogs (8-pack),Meat,72,5,False,False,3
2024-08-22,Organic Strawberries,Produce,82,14,False,False,3
2024-08-22,Whole Milk (1 gallon),Dairy,61,3,False,False,3
2024-08-23,Hot Dogs (8-pack),Meat,141,11,False,False,4
2024-08-23,Organic Strawberries,Produce,106,11,False,False,4
2024-08-23,Whole Milk (1 gallon),Dairy,99,18,False,False,4
2024-08-24,Hot Dogs (8-pack),Meat,215,14,True,False,5
2024-08-24,Organic Strawberries,Produce,195,32,True,False,5
2024-08-24,Whole Milk (1 gallon),Dairy,163,12,True,False,5
2024-08-25,Hot Dogs (8-pack),Meat,149,11,True,False,6
2024-08-25,Organic Strawberries,Produce,185,29,True,False,6
2024-08-25,Whole Milk (1 gallon),Dairy,114,6,True,False,6
2024-08-26,Hot Dogs (8-pack),Meat,51,4,False,False,0
2024-08-26,Organic Strawberries,Produce,109,19,False,False,0
2024-08-26,Whole Milk (1 gallon),Dairy,79,13,False,False,0
2024-08-27,Hot Dogs (8-pack),Meat,66,6,False,False,1
2024-08-27,Organic Strawberries,Produce,72,12,False,False,1
2024-08-27,Whole Milk (1 gallon),Dairy,57,4,False,False,1
2024-08-28,Hot Dogs (8-pack),Meat,88,6,False,False,2
2024-08-28,Organic Strawberries,Produce,98,10,False,False,2
2024-08-28,Whole Milk (1 gallon),Dairy,66,3,False,False,2
2024-08-29,Hot Dogs (8-pack),Meat,95,6,False,False,3
2024-08-29,Organic Strawberries,Produce,110,11,False,False,3
2024-08-29,Whole Milk (1 gallon),Dairy,71,4,False,False,3
2024-08-30,Hot Dogs (8-pack),Meat,107,8,False,False,4
2024-08-30,Organic Strawberries,Produce,110,11,False,False,4
2024-08-30,Whole Milk (1 gallon),Dairy,63,2,False,False,4
2024-08-31,Hot Dogs (8-pack),Meat,281,15,True,False,5
2024-08-31,Organic Strawberries,Produce,218,33,True,False,5
2024-08-31,Whole Milk (1 gallon),Dairy,125,6,True,False,5
2024-09-01,Hot Dogs (8-pack),Meat,215,14,True,False,6
2024-09-01,Organic Strawberries,Produce,150,16,True,False,6
2024-09-01,Whole Milk (1 gallon),Dairy,159,9,True,False,6
2024-09-02,Hot Dogs (8-pack),Meat,128,6,False,True,0
2024-09-02,Organic Strawberries,Produce,74,11,False,True,0
2024-09-02,Whole Milk (1 gallon),Dairy,106,6,False,True,0
2024-09-03,Hot Dogs (8-pack),Meat,92,7,False,False,1
2024-09-03,Organic Strawberries,Produce,105,35,False,False,1
2024-09-03,Whole Milk (1 gallon),Dairy,57,3,False,False,1
2024-09-04,Hot Dogs (8-pack),Meat,74,5,False,False,2
2024-09-04,Organic Strawberries,Produce,95,10,False,False,2
2024-09-04,Whole Milk (1 gallon),Dairy,79,6,False,False,2
2024-09-05,Hot Dogs (8-pack),Meat,73,5,False,False,3
2024-09-05,Organic Strawberries,Produce,72,13,False,False,3
2024-09-05,Whole Milk (1 gallon),Dairy,73,8,False,False,3
2024-09-06,Hot Dogs (8-pack),Meat,123,6,False,False,4
2024-09-06,Organic Strawberries,Produce,92,12,False,False,4
2024-09-06,Whole Milk (1 gallon),Dairy,75,4,False,False,4
2024-09-07,Hot Dogs (8-pack),Meat,125,7,True,False,5
2024-09-07,Organic Strawberries,Produce,90,15,True,False,5
2024-09-07,Whole Milk (1 gallon),Dairy,86,5,True,False,5
2024-09-08,Hot Dogs (8-pack),Meat,79,6,True,False,6
2024-09-08,Organic Strawberries,Produce,86,15,True,False,6
2024-09-08,Whole Milk (1 gallon),Dairy,88,6,True,False,6
2024-09-09,Hot Dogs (8-pack),Meat,72,6,False,False,0
2024-09-09,Organic Strawberries,Produce,74,11,False,False,0
2024-09-09,Whole Milk (1 gallon),Dairy,60,4,False,False,0
2024-09-10,Hot Dogs (8-pack),Meat,85,4,False,False,1
2024-09-10,Organic Strawberries,Produce,86,11,False,False,1
2024-09-10,Whole Milk (1 gallon),Dairy,78,4,False,False,1
2024-09-11,Hot Dogs (8-pack),Meat,82,6,False,False,2
2024-09-11,Organic Strawberries,Produce,87,15,False,False,2
2024-09-11,Whole Milk (1 gallon),Dairy,97,4,False,False,2
2024-09-12,Hot Dogs (8-pack),Meat,74,4,False,False,3
2024-09-12,Organic Strawberries,Produce,95,15,False,False,3
2024-09-12,Whole Milk (1 gallon),Dairy,72,4,False,False,3
2024-09-13,Hot Dogs (8-pack),Meat,99,6,False,False,4
2024-09-13,Organic Strawberries,Produce,103,12,False,False,4
2024-09-13,Whole Milk (1 gallon),Dairy,95,7,False,False,4
2024-09-14,Hot Dogs (8-pack),Meat,182,15,True,False,5
2024-09-14,Organic Strawberries,Produce,113,15,True,False,5
2024-09-14,Whole Milk (1 gallon),Dairy,129,9,True,False,5
2024-09-15,Hot Dogs (8-pack),Meat,147,22,True,False,6
2024-09-15,Organic Strawberries,Produce,111,13,True,False,6
2024-09-15,Whole Milk (1 gallon),Dairy,92,6,True,False,6
2024-09-16,Hot Dogs (8-pack),Meat,107,6,False,False,0
2024-09-16,Organic Strawberries,Produce,82,9,False,False,0
2024-09-16,Whole Milk (1 gallon),Dairy,88,5,False,False,0
2024-09-17,Hot Dogs (8-pack),Meat,90,4,False,False,1
2024-09-17,Organic Strawberries,Produce,96,13,False,False,1
2024-09-17,Whole Milk (1 gallon),Dairy,90,5,False,False,1
2024-09-18,Hot Dogs (8-pack),Meat,65,3,False,False,2
2024-09-18,Organic Strawberries,Produce,87,9,False,False,2
2024-09-18,Whole Milk (1 gallon),Dairy,53,3,False,False,2
2024-09-19,Hot Dogs (8-pack),Meat,64,5,False,False,3
2024-09-19,Organic Strawberries,Produce,54,6,False,False,3
2024-09-19,Whole Milk (1 gallon),Dairy,72,3,False,False,3
2024-09-20,Hot Dogs (8-pack),Meat,88,6,False,False,4
2024-09-20,Organic Strawberries,Produce,85,14,False,False,4
2024-09-20,Whole Milk (1 gallon),Dairy,82,6,False,False,4
2024-09-21,Hot Dogs (8-pack),Meat,96,6,True,False,5
2024-09-21,Organic Strawberries,Produce,86,14,True,False,5
2024-09-21,Whole Milk (1 gallon),Dairy,127,5,True,False,5
2024-09-22,Hot Dogs (8-pack),Meat,78,4,True,False,6
2024-09-22,Organic Strawberries,Produce,86,11,True,False,6
2024-09-22,Whole Milk (1 gallon),Dairy,117,6,True,False,6
2024-09-23,Hot Dogs (8-pack),Meat,62,3,False,False,0
2024-09-23,Organic Strawberries,Produce,43,6,False,False,0
2024-09-23,Whole Milk (1 gallon),Dairy,110,8,False,False,0
2024-09-24,Hot Dogs (8-pack),Meat,62,4,False,False,1
2024-09-24,Organic Strawberries,Produce,68,11,False,False,1
2024-09-24,Whole Milk (1 gallon),Dairy,64,3,False,False,1
2024-09-25,Hot Dogs (8-pack),Meat,72,5,False,False,2
2024-09-25,Organic Strawberries,Produce,75,12,False,False,2
2024-09-25,Whole Milk (1 gallon),Dairy,80,4,False,False,2
2024-09-26,Hot Dogs (8-pack),Meat,53,4,False,False,3
2024-09-26,Organic Strawberries,Produce,70,8,False,False,3
2024-09-26,Whole Milk (1 gallon),Dairy,77,3,False,False,3
2024-09-27,Hot Dogs (8-pack),Meat,80,6,False,False,4
2024-09-27,Organic Strawberries,Produce,80,13,False,False,4
2024-09-27,Whole Milk (1 gallon),Dairy,107,6,False,False,4
2024-09-28,Hot Dogs (8-pack),Meat,133,11,True,False,5
2024-09-28,Organic Strawberries,Produce,73,8,True,False,5
2024-09-28,Whole Milk (1 gallon),Dairy,83,4,True,False,5
2024-09-29,Hot Dogs (8-pack),Meat,97,5,True,False,6
2024-09-29,Organic Strawberries,Produce,53,5,True,False,6
2024-09-29,Whole Milk (1 gallon),Dairy,77,4,True,False,6
2024-09-30,Hot Dogs (8-pack),Meat,70,4,False,False,0
2024-09-30,Organic Strawberries,Produce,72,13,False,False,0
2024-09-30,Whole Milk (1 gallon),Dairy,94,4,False,False,0
2024-10-01,Hot Dogs (8-pack),Meat,56,2,False,False,1
2024-10-01,Organic Strawberries,Produce,42,7,False,False,1
2024-10-01,Whole Milk (1 gallon),Dairy,71,5,False,False,1
2024-10-02,Hot Dogs (8-pack),Meat,77,5,False,False,2
2024-10-02,Organic Strawberries,Produce,48,7,False,False,2
2024-10-02,Whole Milk (1 gallon),Dairy,82,6,False,False,2
2024-10-03,Hot Dogs (8-pack),Meat,62,4,False,False,3
2024-10-03,Organic Strawberries,Produce,58,7,False,False,3
2024-10-03,Whole Milk (1 gallon),Dairy,69,5,False,False,3
2024-10-04,Hot Dogs (8-pack),Meat,88,6,False,False,4
2024-10-04,Organic Strawberries,Produce,58,10,False,False,4
2024-10-04,Whole Milk (1 gallon),Dairy,101,6,False,False,4
2024-10-05,Hot Dogs (8-pack),Meat,127,9,True,False,5
2024-10-05,Organic Strawberries,Produce,77,8,True,False,5
2024-10-05,Whole Milk (1 gallon),Dairy,145,7,True,False,5
2024-10-06,Hot Dogs (8-pack),Meat,92,4,True,False,6
2024-10-06,Organic Strawberries,Produce,68,9,True,False,6
2024-10-06,Whole Milk (1 gallon),Dairy,111,7,True,False,6
2024-10-07,Hot Dogs (8-pack),Meat,42,3,False,False,0
2024-10-07,Organic Strawberries,Produce,45,6,False,False,0
2024-10-07,Whole Milk (1 gallon),Dairy,75,5,False,False,0
2024-10-08,Hot Dogs (8-pack),Meat,55,4,False,False,1
